classificacao,genero,cor_ou_raca,estados,mes_pesquisa,semana_do_mes,febre,tosse,dor_de_garganta,dificuldade_respirar,dor_no_peito,nariz_escorrendo_entupido,fadiga,perda_de_ofato_sabor,dores_musculares,diarreia
13-17 Adolescente,Homem,Parda,Pará,9,4,0,1,1,0,0,1,0,0,0,0
26-59 Adulto,Mulher,Amarela,Pará,9,2,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Preta,Pará,9,1,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Parda,Pará,9,3,1,0,3,0,0,2,1,1,0,0
0-12 Criança,Mulher,Branca,Pará,9,1,1,1,1,0,0,1,1,0,0,0
18-25 Jovem ,Mulher,Parda,Pará,9,3,0,5,4,0,0,3,1,0,1,1
13-17 Adolescente,Homem,Branca,Pará,9,1,1,1,1,0,0,1,0,0,0,0
0-12 Criança,Homem,Preta,Pará,9,2,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Branca,Pará,9,1,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Branca,Pará,9,1,0,0,0,0,0,0,0,1,0,0
0-12 Criança,Homem,Parda,Pará,9,2,4,8,5,0,0,7,0,1,3,3
0-12 Criança,Mulher,Branca,Pará,9,3,1,0,1,0,0,1,0,0,0,0
60+ Idoso,Homem,Branca,Pará,9,2,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Branca,Pará,9,2,1,0,0,0,0,1,0,0,0,0
18-25 Jovem ,Homem,Branca,Pará,9,4,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Parda,Pará,9,2,2,5,2,1,1,2,1,1,4,4
0-12 Criança,Mulher,Parda,Pará,9,3,2,3,4,1,1,6,0,0,0,0
13-17 Adolescente,Mulher,Parda,Pará,9,4,2,3,0,0,0,1,0,0,0,0
0-12 Criança,Mulher,Branca,Pará,9,2,0,2,1,0,0,2,0,2,0,0
18-25 Jovem ,Mulher,Preta,Pará,9,2,0,1,1,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Preta,Pará,9,2,1,1,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Preta,Pará,9,4,1,3,1,1,0,1,0,0,0,0
13-17 Adolescente,Homem,Parda,Pará,9,2,0,0,0,0,0,1,0,0,0,0
0-12 Criança,Mulher,Parda,Pará,9,1,3,4,3,0,0,7,0,0,0,0
18-25 Jovem ,Mulher,Parda,Pará,9,4,2,3,1,1,3,0,2,0,0,0
26-59 Adulto,Homem,Indígena,Pará,9,2,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Preta,Pará,9,3,1,2,0,0,0,1,0,0,0,0
13-17 Adolescente,Mulher,Branca,Pará,9,3,0,0,0,0,0,0,0,0,1,1
26-59 Adulto,Mulher,Preta,Pará,9,1,0,1,1,0,0,0,0,0,0,0
26-59 Adulto,Homem,Amarela,Pará,9,2,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Branca,Pará,9,1,0,2,2,0,0,3,0,0,0,0
26-59 Adulto,Mulher,Preta,Pará,9,4,0,0,1,0,0,1,1,0,0,0
0-12 Criança,Homem,Preta,Pará,9,4,0,2,0,0,0,1,0,0,0,0
18-25 Jovem ,Homem,Branca,Pará,9,1,1,0,1,0,0,1,1,0,0,0
26-59 Adulto,Homem,Preta,Pará,9,1,0,0,1,0,0,1,0,0,0,0
60+ Idoso,Mulher,Preta,Pará,9,1,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Branca,Pará,9,2,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Branca,Pará,9,2,2,1,0,0,0,2,0,2,0,0
0-12 Criança,Homem,Preta,Pará,9,1,1,1,1,0,0,1,0,0,0,0
18-25 Jovem ,Homem,Parda,Pará,9,3,2,2,5,0,0,2,0,0,1,1
60+ Idoso,Mulher,Preta,Pará,9,3,1,1,0,0,1,0,0,0,0,0
26-59 Adulto,Homem,Indígena,Pará,9,3,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Preta,Pará,9,3,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Preta,Pará,9,1,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Preta,Pará,9,1,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Preta,Pará,9,3,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Preta,Pará,9,4,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Preta,Pará,9,4,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Preta,Pará,9,2,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Preta,Pará,9,4,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Preta,Pará,9,4,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Preta,Pará,9,1,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Preta,Pará,9,2,2,1,2,0,0,1,0,1,0,0
26-59 Adulto,Mulher,Amarela,Pará,9,1,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Preta,Pará,9,4,0,1,1,0,0,1,0,1,0,0
13-17 Adolescente,Homem,Preta,Pará,9,1,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Preta,Pará,9,3,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Amarela,Pará,9,1,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Amarela,Pará,9,1,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Amarela,Pará,9,1,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Amarela,Pará,9,1,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Indígena,Pará,9,1,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Preta,Pará,9,4,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Preta,Pará,9,3,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Preta,Pará,9,3,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Amarela,Pará,9,4,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Indígena,Pará,9,2,0,0,0,0,0,0,1,0,0,0
26-59 Adulto,Homem,Amarela,Pará,9,3,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Amarela,Pará,9,2,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Preta,Pará,9,3,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Preta,Pará,9,1,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Preta,Pará,9,3,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Indígena,Pará,9,2,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Preta,Pará,9,2,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Amarela,Pará,9,1,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Preta,Pará,9,2,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Preta,Pará,9,4,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Amarela,Pará,9,2,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Amarela,Pará,9,2,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Amarela,Pará,9,4,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Indígena,Pará,9,1,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Indígena,Pará,9,1,0,0,0,0,0,1,0,0,0,0
0-12 Criança,Homem,Indígena,Pará,9,1,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Indígena,Pará,9,1,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Amarela,Pará,9,4,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Amarela,Pará,9,1,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Amarela,Pará,9,3,0,0,0,1,1,0,0,0,0,0
18-25 Jovem ,Homem,Indígena,Pará,9,1,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Indígena,Pará,9,1,0,0,1,0,0,1,0,0,0,0
60+ Idoso,Homem,Amarela,Pará,9,4,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Indígena,Pará,9,4,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Indígena,Pará,9,2,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Indígena,Pará,9,3,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Amarela,Pará,9,2,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Indígena,Pará,9,3,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Amarela,Pará,9,3,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Indígena,Pará,9,1,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Amarela,Pará,9,4,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Amarela,Pará,9,1,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Amarela,Pará,9,2,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Amarela,Pará,9,3,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Indígena,Pará,9,1,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Indígena,Pará,9,4,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Não respondeu,Pará,9,2,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Indígena,Pará,9,4,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Indígena,Pará,9,4,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Indígena,Pará,9,4,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Indígena,Pará,9,3,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Amarela,Pará,9,2,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Amarela,Pará,9,4,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Indígena,Pará,9,4,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Indígena,Pará,9,2,0,0,1,0,0,1,0,0,0,0
0-12 Criança,Mulher,Amarela,Pará,9,3,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Parda,Amapá,9,4,0,0,0,0,0,0,0,1,0,0
26-59 Adulto,Mulher,Parda,Amapá,9,4,3,0,3,2,3,0,3,2,1,1
13-17 Adolescente,Mulher,Parda,Amapá,9,4,1,0,1,1,1,0,2,1,0,0
0-12 Criança,Homem,Parda,Amapá,9,4,0,0,0,0,0,1,0,0,0,0
60+ Idoso,Mulher,Branca,Amapá,9,1,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Branca,Amapá,9,1,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Parda,Amapá,9,3,2,2,3,1,1,0,0,1,0,0
60+ Idoso,Mulher,Parda,Amapá,9,4,0,1,0,0,0,1,1,0,1,1
60+ Idoso,Homem,Parda,Amapá,9,4,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Preta,Amapá,9,4,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Branca,Amapá,9,4,2,2,2,1,0,0,0,0,0,0
60+ Idoso,Mulher,Branca,Amapá,9,4,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Branca,Amapá,9,4,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Parda,Amapá,9,3,1,2,1,0,0,0,4,0,2,2
60+ Idoso,Homem,Branca,Amapá,9,3,1,0,0,0,0,0,0,1,0,0
26-59 Adulto,Homem,Branca,Amapá,9,3,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Parda,Amapá,9,3,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Parda,Amapá,9,3,1,1,1,0,0,1,2,0,1,1
60+ Idoso,Mulher,Parda,Amapá,9,1,0,1,1,0,0,0,1,0,2,2
26-59 Adulto,Homem,Parda,Amapá,9,1,4,2,2,1,0,1,1,2,0,0
60+ Idoso,Homem,Parda,Amapá,9,1,0,1,0,0,0,0,2,0,1,1
18-25 Jovem ,Mulher,Parda,Amapá,9,4,2,0,2,2,2,0,2,2,0,0
13-17 Adolescente,Mulher,Branca,Amapá,9,4,0,0,0,1,0,0,0,0,0,0
13-17 Adolescente,Mulher,Parda,Amapá,9,1,1,0,1,1,1,1,1,0,0,0
13-17 Adolescente,Homem,Parda,Amapá,9,1,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Parda,Amapá,9,2,1,1,0,0,1,1,1,1,1,1
60+ Idoso,Homem,Branca,Amapá,9,1,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Parda,Amapá,9,1,4,4,3,4,3,3,2,4,3,3
26-59 Adulto,Homem,Preta,Amapá,9,4,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Preta,Amapá,9,1,0,0,0,0,0,1,0,0,0,0
26-59 Adulto,Homem,Branca,Amapá,9,2,1,0,1,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Branca,Amapá,9,2,0,0,1,0,1,0,0,0,0,0
60+ Idoso,Mulher,Branca,Amapá,9,2,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Branca,Amapá,9,2,1,1,1,0,0,1,0,0,0,0
26-59 Adulto,Homem,Branca,Amapá,9,1,1,1,2,0,0,0,0,0,0,0
0-12 Criança,Homem,Branca,Amapá,9,1,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Parda,Amapá,9,2,3,0,0,1,2,1,1,1,2,2
13-17 Adolescente,Homem,Branca,Amapá,9,2,0,0,0,0,0,0,0,1,0,0
18-25 Jovem ,Mulher,Branca,Amapá,9,1,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Branca,Amapá,9,1,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Parda,Amapá,9,2,0,1,0,0,0,1,0,0,1,1
60+ Idoso,Mulher,Parda,Amapá,9,2,0,1,0,1,0,0,1,0,1,1
13-17 Adolescente,Mulher,Parda,Amapá,9,2,0,0,0,1,0,0,0,0,0,0
26-59 Adulto,Mulher,Parda,Amapá,9,2,4,1,3,1,3,1,3,4,4,4
18-25 Jovem ,Homem,Parda,Amapá,9,1,1,1,1,1,0,0,0,1,0,0
26-59 Adulto,Mulher,Parda,Amapá,9,3,2,3,1,2,0,3,1,1,1,1
13-17 Adolescente,Homem,Parda,Amapá,9,3,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Preta,Amapá,9,2,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Parda,Amapá,9,2,2,1,2,1,1,0,1,1,1,1
26-59 Adulto,Homem,Preta,Amapá,9,2,0,1,1,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Parda,Amapá,9,2,1,0,0,0,1,0,1,0,0,0
26-59 Adulto,Mulher,Preta,Amapá,9,3,1,1,1,0,0,0,0,1,0,0
13-17 Adolescente,Mulher,Branca,Amapá,9,3,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Parda,Amapá,9,3,1,1,1,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Parda,Amapá,9,1,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Parda,Amapá,9,2,0,1,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Parda,Amapá,9,3,0,2,0,0,0,1,0,0,1,1
60+ Idoso,Mulher,Branca,Amapá,9,3,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Branca,Amapá,9,3,1,1,1,0,0,0,0,1,0,0
18-25 Jovem ,Mulher,Branca,Amapá,9,3,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Branca,Amapá,9,2,1,0,1,0,0,0,0,0,0,0
0-12 Criança,Mulher,Branca,Amapá,9,2,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Parda,Amapá,9,4,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Branca,Amapá,9,4,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Parda,Amapá,9,4,0,0,0,0,0,0,0,1,0,0
0-12 Criança,Homem,Parda,Amapá,9,2,0,3,3,0,0,0,0,0,0,0
26-59 Adulto,Homem,Preta,Amapá,9,3,1,0,0,1,1,1,2,0,0,0
0-12 Criança,Mulher,Preta,Amapá,9,3,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Parda,Amapá,9,3,2,1,1,0,0,1,0,0,0,0
60+ Idoso,Homem,Indígena,Amapá,9,4,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Branca,Amapá,9,4,0,1,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Branca,Amapá,9,4,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Branca,Amapá,9,2,0,1,1,0,1,0,1,1,1,1
18-25 Jovem ,Mulher,Preta,Amapá,9,4,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Branca,Amapá,9,3,1,1,1,0,1,3,0,0,0,0
0-12 Criança,Homem,Branca,Amapá,9,3,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Preta,Amapá,9,1,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Preta,Amapá,9,1,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Preta,Amapá,9,2,0,0,1,0,0,1,1,0,0,0
18-25 Jovem ,Homem,Preta,Amapá,9,2,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Branca,Amapá,9,1,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Parda,Amapá,9,1,1,0,1,0,0,1,0,0,0,0
0-12 Criança,Mulher,Parda,Amapá,9,1,0,1,0,0,0,1,0,0,0,0
13-17 Adolescente,Mulher,Branca,Amapá,9,1,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Amarela,Amapá,9,4,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Preta,Amapá,9,4,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Preta,Amapá,9,4,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Preta,Amapá,9,4,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Indígena,Amapá,9,2,1,0,0,1,1,0,1,1,0,0
13-17 Adolescente,Mulher,Parda,Amapá,9,3,1,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Preta,Amapá,9,3,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Branca,Amapá,9,1,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Preta,Amapá,9,1,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Branca,Amapá,9,4,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Preta,Amapá,9,3,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Preta,Amapá,9,3,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Parda,Amapá,9,4,2,2,3,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Branca,Amapá,9,3,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Preta,Amapá,9,4,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Branca,Amapá,9,4,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Preta,Amapá,9,3,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Preta,Amapá,9,3,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Amarela,Amapá,9,2,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Branca,Amapá,9,2,0,1,1,1,1,0,1,1,1,1
0-12 Criança,Mulher,Branca,Amapá,9,3,2,1,1,0,0,0,0,1,0,0
0-12 Criança,Mulher,Preta,Amapá,9,1,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Branca,Amapá,9,2,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Preta,Amapá,9,4,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Preta,Amapá,9,2,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Preta,Amapá,9,2,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Preta,Amapá,9,3,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Preta,Amapá,9,2,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Preta,Amapá,9,1,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Preta,Amapá,9,4,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Preta,Amapá,9,1,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Preta,Amapá,9,2,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Preta,Amapá,9,2,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Branca,Amapá,9,4,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Preta,Amapá,9,3,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Amarela,Amapá,9,4,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Indígena,Amapá,9,4,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Indígena,Amapá,9,4,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Preta,Amapá,9,1,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Parda,Tocantins,9,1,2,3,3,2,1,4,5,2,6,6
18-25 Jovem ,Homem,Parda,Tocantins,9,1,1,1,1,0,1,1,1,1,2,2
26-59 Adulto,Mulher,Parda,Tocantins,9,4,3,5,4,2,2,3,4,3,8,8
26-59 Adulto,Homem,Parda,Tocantins,9,4,3,7,4,1,1,3,3,3,3,3
26-59 Adulto,Homem,Branca,Tocantins,9,4,0,2,2,0,0,0,1,0,1,1
26-59 Adulto,Mulher,Branca,Tocantins,9,4,1,4,2,1,0,2,4,1,4,4
13-17 Adolescente,Mulher,Branca,Tocantins,9,4,0,1,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Parda,Tocantins,9,1,1,2,1,0,0,0,0,0,2,2
0-12 Criança,Mulher,Parda,Tocantins,9,1,0,1,1,0,0,1,0,0,0,0
26-59 Adulto,Mulher,Parda,Tocantins,9,3,2,3,2,1,2,6,3,5,5,5
26-59 Adulto,Homem,Parda,Tocantins,9,3,1,2,1,1,1,2,2,1,2,2
60+ Idoso,Homem,Branca,Tocantins,9,3,0,0,0,1,0,1,1,0,0,0
26-59 Adulto,Mulher,Preta,Tocantins,9,3,1,1,1,0,0,1,2,0,1,1
0-12 Criança,Mulher,Parda,Tocantins,9,3,0,1,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Parda,Tocantins,9,2,3,6,4,2,1,5,4,1,3,3
26-59 Adulto,Mulher,Branca,Tocantins,9,2,2,1,1,1,1,1,1,1,2,2
0-12 Criança,Homem,Branca,Tocantins,9,2,1,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Parda,Tocantins,9,4,0,0,1,1,0,0,1,0,0,0
18-25 Jovem ,Mulher,Parda,Tocantins,9,4,0,1,1,1,1,1,0,0,1,1
0-12 Criança,Mulher,Parda,Tocantins,9,4,0,1,0,0,0,1,0,0,0,0
0-12 Criança,Homem,Branca,Tocantins,9,4,2,1,0,0,0,1,0,0,0,0
18-25 Jovem ,Homem,Parda,Tocantins,9,4,0,0,0,0,0,0,0,0,1,1
26-59 Adulto,Homem,Branca,Tocantins,9,1,2,1,1,0,1,2,1,2,4,4
13-17 Adolescente,Mulher,Parda,Tocantins,9,1,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Branca,Tocantins,9,1,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Branca,Tocantins,9,2,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Parda,Tocantins,9,2,3,2,0,1,2,0,1,2,2,2
60+ Idoso,Mulher,Branca,Tocantins,9,2,0,0,0,0,0,0,0,0,1,1
26-59 Adulto,Mulher,Preta,Tocantins,9,1,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Parda,Tocantins,9,1,1,0,0,0,0,1,0,0,0,0
18-25 Jovem ,Mulher,Preta,Tocantins,9,1,1,1,1,0,1,1,1,1,1,1
26-59 Adulto,Homem,Preta,Tocantins,9,3,1,1,1,0,0,1,1,1,2,2
0-12 Criança,Homem,Preta,Tocantins,9,3,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Parda,Tocantins,9,1,1,1,1,1,1,1,1,1,1,1
26-59 Adulto,Homem,Preta,Tocantins,9,2,0,1,1,1,1,1,1,0,0,0
26-59 Adulto,Mulher,Parda,Tocantins,9,2,8,5,9,1,3,4,3,4,5,5
0-12 Criança,Homem,Parda,Tocantins,9,2,0,0,0,0,0,1,0,0,0,0
0-12 Criança,Mulher,Parda,Tocantins,9,2,1,0,1,0,0,1,0,0,0,0
18-25 Jovem ,Mulher,Branca,Tocantins,9,4,1,3,0,0,0,1,0,0,0,0
60+ Idoso,Homem,Preta,Tocantins,9,1,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Parda,Tocantins,9,4,1,1,0,0,0,1,0,0,0,0
13-17 Adolescente,Mulher,Parda,Tocantins,9,4,0,0,1,0,0,0,1,1,0,0
60+ Idoso,Homem,Branca,Tocantins,9,1,0,0,0,1,0,0,0,0,0,0
18-25 Jovem ,Homem,Parda,Tocantins,9,3,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Preta,Tocantins,9,4,0,2,0,0,0,2,0,0,1,1
26-59 Adulto,Mulher,Branca,Tocantins,9,1,2,2,2,2,1,3,2,1,2,2
26-59 Adulto,Homem,Indígena,Tocantins,9,2,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Branca,Tocantins,9,2,1,1,0,1,0,0,0,1,1,1
18-25 Jovem ,Homem,Branca,Tocantins,9,2,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Branca,Tocantins,9,2,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Preta,Tocantins,9,2,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Preta,Tocantins,9,2,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Parda,Tocantins,9,2,0,0,1,0,1,1,0,0,0,0
26-59 Adulto,Homem,Preta,Tocantins,9,1,1,1,0,0,0,0,0,1,1,1
13-17 Adolescente,Homem,Parda,Tocantins,9,1,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Parda,Tocantins,9,3,2,2,1,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Preta,Tocantins,9,3,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Branca,Tocantins,9,3,2,3,3,2,2,2,2,3,2,2
26-59 Adulto,Mulher,Branca,Tocantins,9,3,1,2,2,1,1,2,2,2,1,1
18-25 Jovem ,Mulher,Parda,Tocantins,9,1,2,1,2,0,0,1,1,1,0,0
0-12 Criança,Mulher,Branca,Tocantins,9,1,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Parda,Tocantins,9,4,0,0,0,0,0,0,0,0,0,0
