classificacao,genero,estados,mes_pesquisa,semana_do_mes,foi_estabelecimento_saude,nao_foi_estabelecimento_saude,ignorou_os_sintomas,hospital_sus,nao_era_um_hospital_sus,nao_respondeu,atenidento_pivado_ou_militar,nao_buscou_atendimento_privado,nao_respondeu_atendiento_privado,fez_exame_SWAB,nao_fez_exame_SWAB,resultado_positivo,resultado_negativo,resultado_inconclusivo,ainda_sem_resultado,tem_doencas_respiratorias,nao_tem_doencas_respiratorias,ignorou_doencas_respiratorias
60+ Idoso,Homem,Piauí,9,2,4,4,0,1,3,0,0,4,0,4,18,2,2,0,0,7,131,0
26-59 Adulto,Mulher,Piauí,9,2,5,18,0,1,3,1,0,4,1,31,104,10,21,0,0,15,494,0
0-12 Criança,Homem,Piauí,9,2,1,5,0,0,1,0,0,1,0,3,13,0,3,0,0,5,175,0
60+ Idoso,Mulher,Piauí,9,2,1,8,0,0,1,0,0,1,0,9,23,1,8,0,0,7,179,0
60+ Idoso,Mulher,Piauí,9,4,0,6,0,0,0,0,0,0,0,8,27,5,3,0,0,17,178,0
26-59 Adulto,Mulher,Piauí,9,1,2,10,0,1,1,0,0,2,0,25,67,8,17,0,0,32,431,1
0-12 Criança,Homem,Piauí,9,1,2,4,0,0,2,0,0,2,0,1,6,0,1,0,0,4,150,0
0-12 Criança,Mulher,Piauí,9,1,1,2,0,1,0,0,0,0,1,4,9,0,4,0,0,7,169,0
60+ Idoso,Homem,Piauí,9,3,5,10,0,1,4,0,0,5,0,12,17,4,7,1,0,8,168,0
26-59 Adulto,Mulher,Piauí,9,4,9,9,0,1,8,0,0,9,0,24,99,6,17,1,0,15,508,0
26-59 Adulto,Homem,Piauí,9,4,2,11,0,1,1,0,0,2,0,24,81,7,17,0,0,22,453,0
0-12 Criança,Mulher,Piauí,9,4,1,1,0,0,1,0,0,1,0,3,10,2,1,0,0,0,176,0
13-17 Adolescente,Mulher,Piauí,9,4,0,2,0,0,0,0,0,0,0,2,7,0,1,0,1,6,78,0
26-59 Adulto,Homem,Piauí,9,2,7,12,0,1,6,0,0,7,0,25,91,4,21,0,0,18,473,0
18-25 Jovem ,Mulher,Piauí,9,2,0,0,0,0,0,0,0,0,0,5,17,1,4,0,0,4,120,0
60+ Idoso,Homem,Piauí,9,4,0,3,0,0,0,0,0,0,0,10,20,3,7,0,0,6,162,0
18-25 Jovem ,Mulher,Piauí,9,1,1,3,0,0,1,0,0,1,0,4,12,0,4,0,0,5,118,0
13-17 Adolescente,Homem,Piauí,9,4,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,3,75,0
13-17 Adolescente,Mulher,Piauí,9,2,2,6,0,1,1,0,0,2,0,2,8,1,1,0,0,3,92,0
0-12 Criança,Mulher,Piauí,9,2,0,7,0,0,0,0,0,0,0,6,13,0,6,0,0,10,173,0
13-17 Adolescente,Mulher,Piauí,9,3,0,0,0,0,0,0,0,0,0,4,8,0,4,0,0,3,96,0
13-17 Adolescente,Homem,Piauí,9,3,0,1,0,0,0,0,0,0,0,3,3,1,2,0,0,6,90,0
18-25 Jovem ,Homem,Piauí,9,4,0,2,0,0,0,0,0,0,0,8,17,3,5,0,0,4,125,0
18-25 Jovem ,Homem,Piauí,9,1,0,1,0,0,0,0,0,0,0,6,10,3,3,0,0,5,100,0
0-12 Criança,Mulher,Piauí,9,3,2,2,0,0,2,0,0,2,0,3,12,0,3,0,0,6,174,3
18-25 Jovem ,Mulher,Piauí,9,3,2,4,0,0,2,0,0,2,0,12,24,4,8,0,0,4,159,1
13-17 Adolescente,Mulher,Piauí,9,1,0,2,0,0,0,0,0,0,0,1,5,0,1,0,0,2,80,0
18-25 Jovem ,Mulher,Piauí,9,4,0,0,0,0,0,0,0,0,0,7,12,2,5,0,0,4,129,0
18-25 Jovem ,Homem,Piauí,9,2,1,4,0,1,0,0,0,1,0,3,12,2,1,0,0,7,110,0
13-17 Adolescente,Homem,Piauí,9,2,1,1,0,0,1,0,0,1,0,4,3,1,3,0,0,9,66,0
13-17 Adolescente,Homem,Piauí,9,1,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,6,81,0
0-12 Criança,Homem,Piauí,9,4,0,5,0,0,0,0,0,0,0,1,8,0,1,0,0,3,163,0
26-59 Adulto,Mulher,Ceará,9,2,10,55,0,5,5,0,0,10,0,29,104,7,22,0,0,42,1072,8
18-25 Jovem ,Homem,Ceará,9,2,2,4,0,0,2,0,0,2,0,6,20,3,3,0,0,11,273,1
0-12 Criança,Mulher,Ceará,9,2,6,8,0,3,3,0,0,6,0,2,10,0,1,0,1,9,384,1
26-59 Adulto,Mulher,Ceará,9,3,11,41,0,2,9,0,0,11,0,41,103,13,27,0,1,34,1094,3
26-59 Adulto,Homem,Ceará,9,3,8,30,0,1,7,0,0,8,0,27,90,9,18,0,0,22,910,2
13-17 Adolescente,Mulher,Ceará,9,3,1,5,0,0,1,0,0,1,0,3,7,1,1,0,1,9,161,0
0-12 Criança,Homem,Ceará,9,3,2,15,0,1,1,0,0,2,0,3,12,1,2,0,0,9,360,0
26-59 Adulto,Homem,Ceará,9,2,7,32,0,1,6,0,1,6,0,23,69,4,16,1,2,20,966,7
0-12 Criança,Mulher,Ceará,9,3,4,11,0,2,2,0,0,4,0,1,15,0,0,0,1,13,343,0
60+ Idoso,Mulher,Ceará,9,4,0,13,0,0,0,0,0,0,0,10,25,1,8,0,1,12,396,0
26-59 Adulto,Mulher,Ceará,9,4,8,36,0,3,5,0,0,8,0,40,103,14,25,1,0,28,1052,2
0-12 Criança,Homem,Ceará,9,4,4,13,0,1,3,0,0,4,0,7,13,2,5,0,0,18,366,0
26-59 Adulto,Homem,Ceará,9,4,5,29,0,1,4,0,0,5,0,30,86,8,22,0,0,23,873,2
13-17 Adolescente,Mulher,Ceará,9,2,0,5,0,0,0,0,0,0,0,1,4,0,1,0,0,7,168,1
60+ Idoso,Mulher,Ceará,9,3,6,14,0,1,5,0,0,6,0,10,47,1,7,0,2,19,399,2
60+ Idoso,Homem,Ceará,9,3,4,20,0,2,2,0,0,4,0,10,25,5,5,0,0,5,334,3
18-25 Jovem ,Homem,Ceará,9,3,0,11,0,0,0,0,0,0,0,3,20,1,2,0,0,9,262,0
18-25 Jovem ,Homem,Ceará,9,4,3,6,0,0,3,0,0,3,0,9,16,1,8,0,0,10,232,0
60+ Idoso,Homem,Ceará,9,4,4,5,0,2,2,0,0,4,0,9,28,1,6,1,1,13,314,0
26-59 Adulto,Homem,Ceará,9,1,8,22,0,4,4,0,0,8,0,32,70,10,21,0,1,20,909,3
26-59 Adulto,Mulher,Ceará,9,1,11,51,0,2,9,0,0,11,0,23,86,5,16,0,2,53,1033,3
18-25 Jovem ,Mulher,Ceará,9,1,1,7,0,1,0,0,0,1,0,6,13,0,5,0,1,15,222,1
13-17 Adolescente,Mulher,Ceará,9,4,1,2,0,0,1,0,0,1,0,3,6,1,2,0,0,4,145,1
60+ Idoso,Homem,Ceará,9,1,3,13,0,0,3,0,0,3,0,8,20,3,3,0,2,6,315,1
60+ Idoso,Mulher,Ceará,9,1,4,12,0,0,4,0,0,4,0,11,29,4,6,0,1,15,379,4
0-12 Criança,Mulher,Ceará,9,1,4,10,0,0,4,0,0,4,0,3,3,0,3,0,0,10,357,2
60+ Idoso,Mulher,Ceará,9,2,4,16,0,2,2,0,0,4,0,12,44,1,8,0,3,19,406,6
0-12 Criança,Homem,Ceará,9,1,2,12,0,0,2,0,0,2,0,4,8,0,4,0,0,14,360,1
18-25 Jovem ,Homem,Ceará,9,1,2,11,0,0,2,0,0,2,0,2,13,1,1,0,0,14,268,2
0-12 Criança,Mulher,Ceará,9,4,5,9,0,0,5,0,0,5,0,4,9,0,4,0,0,8,330,0
18-25 Jovem ,Mulher,Ceará,9,4,2,7,0,0,2,0,0,2,0,5,24,1,4,0,0,7,250,1
0-12 Criança,Homem,Ceará,9,2,1,8,0,1,0,0,0,1,0,1,9,1,0,0,0,14,370,4
13-17 Adolescente,Homem,Ceará,9,1,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,5,167,0
18-25 Jovem ,Mulher,Ceará,9,3,2,8,0,0,2,0,0,2,0,6,26,1,4,1,0,8,245,0
60+ Idoso,Homem,Ceará,9,2,2,16,0,0,2,0,0,2,0,8,25,1,6,0,1,10,333,1
18-25 Jovem ,Mulher,Ceará,9,2,4,11,0,0,4,0,0,4,0,8,25,1,7,0,0,13,246,0
13-17 Adolescente,Homem,Ceará,9,2,1,2,0,0,1,0,0,1,0,2,3,0,2,0,0,4,161,2
13-17 Adolescente,Homem,Ceará,9,3,1,4,0,0,1,0,0,1,0,1,8,0,1,0,0,5,170,0
13-17 Adolescente,Homem,Ceará,9,4,0,6,0,0,0,0,0,0,0,0,10,0,0,0,0,5,166,0
13-17 Adolescente,Mulher,Ceará,9,1,1,7,0,0,1,0,0,1,0,2,6,1,0,0,1,6,145,0
60+ Idoso,Mulher,Rio Grande do Norte,9,1,1,3,0,1,0,0,0,1,0,4,12,1,3,0,0,10,189,0
60+ Idoso,Mulher,Rio Grande do Norte,9,3,1,7,0,0,1,0,0,1,0,7,11,2,5,0,0,10,201,0
0-12 Criança,Mulher,Rio Grande do Norte,9,3,2,5,0,1,1,0,0,2,0,2,4,0,2,0,0,9,131,1
18-25 Jovem ,Mulher,Rio Grande do Norte,9,3,1,7,0,0,1,0,0,1,0,6,5,3,3,0,0,6,121,0
26-59 Adulto,Mulher,Rio Grande do Norte,9,3,4,21,0,1,3,0,0,4,0,26,47,10,16,0,0,34,464,2
60+ Idoso,Homem,Rio Grande do Norte,9,3,1,1,0,0,1,0,0,1,0,6,8,3,2,1,0,3,145,0
0-12 Criança,Homem,Rio Grande do Norte,9,3,1,6,0,1,0,0,0,1,0,0,4,0,0,0,0,14,163,0
26-59 Adulto,Homem,Rio Grande do Norte,9,3,5,11,0,2,3,0,1,4,0,22,41,7,15,0,0,19,446,1
60+ Idoso,Mulher,Rio Grande do Norte,9,2,2,2,0,0,2,0,0,2,0,10,12,5,5,0,0,9,179,0
26-59 Adulto,Homem,Rio Grande do Norte,9,2,4,12,0,1,3,0,0,4,0,26,40,9,17,0,0,18,394,0
60+ Idoso,Homem,Rio Grande do Norte,9,2,4,0,0,2,2,0,0,4,0,6,8,2,3,0,1,8,134,0
60+ Idoso,Homem,Rio Grande do Norte,9,4,1,2,0,0,1,0,1,0,0,4,13,1,3,0,0,8,127,0
60+ Idoso,Mulher,Rio Grande do Norte,9,4,1,6,0,0,1,0,0,1,0,4,19,0,4,0,0,10,174,0
26-59 Adulto,Mulher,Rio Grande do Norte,9,4,9,21,0,2,7,0,1,8,0,21,52,7,14,0,0,32,501,2
26-59 Adulto,Homem,Rio Grande do Norte,9,4,3,11,0,1,2,0,0,3,0,23,50,6,16,0,1,19,463,3
0-12 Criança,Homem,Rio Grande do Norte,9,4,1,4,0,1,0,0,0,1,0,1,2,1,0,0,0,14,168,0
26-59 Adulto,Homem,Rio Grande do Norte,9,1,3,14,0,0,3,0,0,3,0,13,41,3,10,0,0,16,411,0
60+ Idoso,Homem,Rio Grande do Norte,9,1,1,3,0,0,1,0,0,1,0,7,9,2,5,0,0,8,149,0
26-59 Adulto,Mulher,Rio Grande do Norte,9,2,2,18,0,0,2,0,0,2,0,24,48,15,9,0,0,27,442,1
18-25 Jovem ,Homem,Rio Grande do Norte,9,4,0,2,0,0,0,0,0,0,0,3,6,2,1,0,0,9,112,1
18-25 Jovem ,Homem,Rio Grande do Norte,9,1,0,3,0,0,0,0,0,0,0,3,10,1,2,0,0,7,101,0
13-17 Adolescente,Homem,Rio Grande do Norte,9,3,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,7,73,1
18-25 Jovem ,Homem,Rio Grande do Norte,9,3,1,3,0,0,1,0,0,1,0,0,4,0,0,0,0,7,111,0
13-17 Adolescente,Homem,Rio Grande do Norte,9,2,1,2,0,0,1,0,0,1,0,1,3,1,0,0,0,9,85,0
0-12 Criança,Mulher,Rio Grande do Norte,9,4,4,4,0,0,4,0,1,3,0,1,4,0,1,0,0,14,165,0
26-59 Adulto,Mulher,Rio Grande do Norte,9,1,7,17,0,1,6,0,0,7,0,29,40,8,20,0,1,26,456,0
0-12 Criança,Homem,Rio Grande do Norte,9,1,3,3,0,0,3,0,0,3,0,1,6,0,1,0,0,8,148,0
13-17 Adolescente,Homem,Rio Grande do Norte,9,4,0,0,0,0,0,0,0,0,0,2,6,1,1,0,0,6,78,0
13-17 Adolescente,Mulher,Rio Grande do Norte,9,2,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,5,71,0
18-25 Jovem ,Homem,Rio Grande do Norte,9,2,1,1,0,0,1,0,0,1,0,3,6,1,2,0,0,8,97,0
18-25 Jovem ,Mulher,Rio Grande do Norte,9,4,1,1,0,1,0,0,0,1,0,3,3,1,2,0,0,11,121,0
0-12 Criança,Mulher,Rio Grande do Norte,9,2,0,9,0,0,0,0,0,0,0,1,1,0,1,0,0,7,162,0
13-17 Adolescente,Mulher,Rio Grande do Norte,9,1,1,3,0,0,1,0,0,1,0,1,1,0,1,0,0,5,81,0
13-17 Adolescente,Mulher,Rio Grande do Norte,9,4,1,2,0,0,1,0,0,1,0,1,4,0,1,0,0,2,83,0
18-25 Jovem ,Mulher,Rio Grande do Norte,9,2,1,1,0,0,1,0,0,1,0,7,6,2,5,0,0,14,103,0
13-17 Adolescente,Mulher,Rio Grande do Norte,9,3,1,1,0,0,1,0,0,1,0,2,0,0,2,0,0,6,71,1
0-12 Criança,Homem,Rio Grande do Norte,9,2,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,9,139,0
0-12 Criança,Mulher,Rio Grande do Norte,9,1,0,5,0,0,0,0,0,0,0,1,3,0,1,0,0,6,154,0
18-25 Jovem ,Mulher,Rio Grande do Norte,9,1,1,3,0,1,0,0,0,1,0,4,3,1,2,0,1,10,93,0
13-17 Adolescente,Homem,Rio Grande do Norte,9,1,1,1,0,0,1,0,0,1,0,0,5,0,0,0,0,6,64,0
26-59 Adulto,Mulher,Paríba,9,2,11,39,0,2,9,0,0,11,0,11,88,3,8,0,0,17,613,2
18-25 Jovem ,Mulher,Paríba,9,2,4,5,0,0,4,0,0,4,0,3,16,0,3,0,0,5,134,0
26-59 Adulto,Homem,Paríba,9,3,4,20,0,0,4,0,0,4,0,12,47,4,8,0,0,13,562,3
26-59 Adulto,Mulher,Paríba,9,3,12,32,0,2,10,0,0,12,0,22,85,8,14,0,0,27,615,2
60+ Idoso,Mulher,Paríba,9,3,3,11,0,1,2,0,0,3,0,5,22,2,3,0,0,9,233,1
0-12 Criança,Homem,Paríba,9,3,2,5,0,0,2,0,0,2,0,6,9,0,6,0,0,9,203,0
18-25 Jovem ,Mulher,Paríba,9,3,1,7,0,0,1,0,0,1,0,2,9,0,2,0,0,2,139,0
18-25 Jovem ,Homem,Paríba,9,3,1,5,0,1,0,0,0,1,0,3,13,2,1,0,0,4,158,1
0-12 Criança,Homem,Paríba,9,2,3,7,0,1,2,0,0,2,1,1,5,0,1,0,0,9,191,2
26-59 Adulto,Mulher,Paríba,9,1,9,44,0,2,7,0,0,9,0,13,79,1,12,0,0,24,588,4
13-17 Adolescente,Mulher,Paríba,9,1,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,5,94,0
0-12 Criança,Mulher,Paríba,9,1,3,7,0,0,3,0,0,3,0,1,5,0,1,0,0,8,221,1
26-59 Adulto,Homem,Paríba,9,4,3,24,0,1,1,1,0,2,1,10,57,3,7,0,0,19,536,3
26-59 Adulto,Mulher,Paríba,9,4,9,33,0,2,6,1,0,8,1,14,89,3,9,0,2,25,604,5
0-12 Criança,Homem,Paríba,9,4,1,2,0,0,1,0,0,1,0,1,8,0,1,0,0,4,221,0
0-12 Criança,Mulher,Paríba,9,3,3,1,0,1,2,0,0,3,0,2,2,1,1,0,0,1,213,0
60+ Idoso,Mulher,Paríba,9,1,5,9,0,1,4,0,0,5,0,4,19,0,4,0,0,9,192,2
26-59 Adulto,Homem,Paríba,9,1,5,19,0,0,5,0,0,5,0,15,53,4,10,0,1,13,526,3
0-12 Criança,Homem,Paríba,9,1,3,5,0,0,3,0,0,3,0,1,3,0,1,0,0,13,199,4
60+ Idoso,Mulher,Paríba,9,2,3,10,0,2,1,0,0,3,0,2,25,0,2,0,0,11,242,1
26-59 Adulto,Homem,Paríba,9,2,4,30,0,2,2,0,0,4,0,10,64,4,6,0,0,17,510,2
60+ Idoso,Homem,Paríba,9,1,2,8,0,0,2,0,0,2,0,1,12,1,0,0,0,6,145,0
18-25 Jovem ,Mulher,Paríba,9,4,2,3,0,1,1,0,0,2,0,3,19,0,3,0,0,5,163,0
60+ Idoso,Mulher,Paríba,9,4,6,14,0,0,6,0,1,5,0,5,25,1,2,2,0,8,241,0
18-25 Jovem ,Homem,Paríba,9,4,0,1,0,0,0,0,0,0,0,2,8,1,1,0,0,5,126,1
60+ Idoso,Homem,Paríba,9,2,3,4,0,1,2,0,0,3,0,2,15,2,0,0,0,7,174,1
13-17 Adolescente,Homem,Paríba,9,3,0,6,0,0,0,0,0,0,0,2,4,0,1,0,1,5,103,2
18-25 Jovem ,Homem,Paríba,9,2,0,7,0,0,0,0,0,0,0,1,10,1,0,0,0,4,149,0
13-17 Adolescente,Mulher,Paríba,9,4,0,3,0,0,0,0,0,0,0,2,2,0,2,0,0,4,113,2
0-12 Criança,Mulher,Paríba,9,4,5,5,0,0,5,0,0,5,0,0,10,0,0,0,0,6,186,0
0-12 Criança,Mulher,Paríba,9,2,0,5,0,0,0,0,0,0,0,3,3,0,3,0,0,7,196,1
13-17 Adolescente,Homem,Paríba,9,1,1,5,0,1,0,0,0,1,0,0,3,0,0,0,0,5,98,1
13-17 Adolescente,Homem,Paríba,9,2,1,6,0,0,1,0,0,1,0,1,0,0,1,0,0,4,85,1
60+ Idoso,Homem,Paríba,9,3,3,12,0,1,2,0,0,3,0,5,20,2,3,0,0,1,181,0
13-17 Adolescente,Mulher,Paríba,9,3,0,5,0,0,0,0,0,0,0,3,3,0,3,0,0,3,96,0
13-17 Adolescente,Mulher,Paríba,9,2,2,5,0,0,2,0,0,2,0,0,4,0,0,0,0,1,80,0
18-25 Jovem ,Mulher,Paríba,9,1,2,6,0,0,2,0,0,2,0,2,8,0,2,0,0,11,133,2
18-25 Jovem ,Homem,Paríba,9,1,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,5,148,2
13-17 Adolescente,Homem,Paríba,9,4,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,2,79,0
60+ Idoso,Homem,Paríba,9,4,2,9,0,0,2,0,0,2,0,4,14,0,4,0,0,8,165,1
26-59 Adulto,Mulher,Pernambuco,9,3,15,34,0,3,12,0,0,15,0,44,74,10,31,0,3,44,1016,6
0-12 Criança,Mulher,Pernambuco,9,3,1,6,0,0,1,0,0,1,0,2,5,1,1,0,0,10,333,0
26-59 Adulto,Mulher,Pernambuco,9,2,21,43,0,7,14,0,0,21,0,36,66,9,24,1,2,37,1047,5
26-59 Adulto,Homem,Pernambuco,9,2,5,25,0,1,4,0,0,5,0,30,53,5,23,0,2,15,910,7
60+ Idoso,Mulher,Pernambuco,9,4,3,12,0,1,1,1,0,2,1,7,14,1,6,0,0,9,350,2
60+ Idoso,Mulher,Pernambuco,9,2,4,13,0,0,4,0,1,3,0,9,21,0,8,0,1,14,374,0
13-17 Adolescente,Mulher,Pernambuco,9,2,2,6,0,0,2,0,0,2,0,4,4,1,1,0,2,5,174,4
13-17 Adolescente,Homem,Pernambuco,9,2,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,8,167,0
18-25 Jovem ,Homem,Pernambuco,9,2,1,6,0,0,1,0,0,1,0,6,11,0,6,0,0,12,254,0
26-59 Adulto,Mulher,Pernambuco,9,4,8,34,1,1,7,0,0,8,0,35,64,17,18,0,0,45,1052,4
26-59 Adulto,Mulher,Pernambuco,9,1,6,46,0,1,4,1,1,4,1,32,55,7,23,0,2,55,1006,7
60+ Idoso,Mulher,Pernambuco,9,1,3,15,0,2,1,0,0,3,0,1,20,0,1,0,0,15,310,0
26-59 Adulto,Homem,Pernambuco,9,1,7,25,0,3,4,0,0,7,0,30,60,9,18,0,3,13,847,2
0-12 Criança,Homem,Pernambuco,9,1,1,9,0,0,1,0,0,1,0,6,3,1,5,0,0,25,319,0
18-25 Jovem ,Mulher,Pernambuco,9,4,4,3,0,0,4,0,0,4,0,5,15,1,4,0,0,8,270,0
60+ Idoso,Mulher,Pernambuco,9,3,5,15,0,0,5,0,2,3,0,9,15,1,7,0,1,12,363,1
60+ Idoso,Homem,Pernambuco,9,3,1,4,0,0,1,0,0,1,0,9,13,1,7,0,1,8,255,2
13-17 Adolescente,Homem,Pernambuco,9,1,0,5,0,0,0,0,0,0,0,5,2,0,5,0,0,8,168,0
60+ Idoso,Homem,Pernambuco,9,4,0,6,0,0,0,0,0,0,0,4,15,0,3,0,1,8,285,1
13-17 Adolescente,Mulher,Pernambuco,9,4,1,0,0,0,1,0,0,1,0,0,5,0,0,0,0,7,144,0
60+ Idoso,Homem,Pernambuco,9,1,1,8,0,0,1,0,0,1,0,3,10,0,3,0,0,6,246,4
0-12 Criança,Homem,Pernambuco,9,4,3,9,0,1,2,0,0,3,0,4,5,0,4,0,0,24,397,2
18-25 Jovem ,Mulher,Pernambuco,9,1,2,4,0,0,2,0,1,1,0,2,6,1,1,0,0,6,224,0
18-25 Jovem ,Mulher,Pernambuco,9,3,1,11,0,0,1,0,0,1,0,5,12,2,3,0,0,9,242,2
18-25 Jovem ,Mulher,Pernambuco,9,2,5,3,0,2,3,0,0,5,0,4,10,0,3,0,1,12,241,1
0-12 Criança,Homem,Pernambuco,9,2,1,8,0,0,1,0,0,1,0,1,2,0,1,0,0,18,357,2
0-12 Criança,Mulher,Pernambuco,9,2,3,5,0,0,3,0,0,3,0,2,7,1,1,0,0,18,331,0
26-59 Adulto,Homem,Pernambuco,9,3,7,25,0,1,6,0,0,7,0,36,48,11,24,0,1,19,884,7
0-12 Criança,Homem,Pernambuco,9,3,1,5,0,0,1,0,0,1,0,5,7,0,5,0,0,12,337,1
13-17 Adolescente,Homem,Pernambuco,9,3,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,11,141,0
26-59 Adulto,Homem,Pernambuco,9,4,8,24,0,3,5,0,0,8,0,27,60,11,15,0,1,25,904,3
18-25 Jovem ,Homem,Pernambuco,9,4,1,9,0,0,1,0,0,1,0,4,10,1,2,0,1,10,241,2
0-12 Criança,Mulher,Pernambuco,9,1,2,8,0,2,0,0,0,2,0,2,2,1,1,0,0,16,325,0
13-17 Adolescente,Homem,Pernambuco,9,4,0,4,0,0,0,0,0,0,0,1,5,1,0,0,0,6,167,0
0-12 Criança,Mulher,Pernambuco,9,4,4,10,0,2,2,0,1,3,0,1,4,0,1,0,0,15,361,1
18-25 Jovem ,Homem,Pernambuco,9,1,3,4,0,1,2,0,0,3,0,9,6,2,7,0,0,11,230,1
18-25 Jovem ,Homem,Pernambuco,9,3,0,3,0,0,0,0,0,0,0,4,10,1,3,0,0,10,259,1
60+ Idoso,Homem,Pernambuco,9,2,2,7,0,0,2,0,0,2,0,4,18,1,2,0,1,13,269,0
13-17 Adolescente,Mulher,Pernambuco,9,3,0,5,0,0,0,0,0,0,0,3,2,0,3,0,0,9,173,1
13-17 Adolescente,Mulher,Pernambuco,9,1,0,1,0,0,0,0,0,0,0,3,5,0,3,0,0,2,154,0
60+ Idoso,Mulher,Alagoas,9,4,2,9,0,1,1,0,1,1,0,6,9,4,2,0,0,8,211,0
0-12 Criança,Homem,Alagoas,9,4,1,11,0,0,1,0,0,1,0,0,8,0,0,0,0,11,265,2
60+ Idoso,Homem,Alagoas,9,3,2,7,0,0,2,0,1,1,0,4,11,0,4,0,0,8,174,0
60+ Idoso,Mulher,Alagoas,9,3,2,7,0,1,1,0,0,2,0,7,14,2,4,0,1,12,225,1
26-59 Adulto,Homem,Alagoas,9,2,6,12,0,0,6,0,0,6,0,15,61,5,10,0,0,16,560,2
26-59 Adulto,Mulher,Alagoas,9,2,8,13,0,2,6,0,1,7,0,19,80,10,9,0,0,29,673,1
26-59 Adulto,Homem,Alagoas,9,4,6,14,0,3,3,0,0,6,0,15,52,4,10,0,1,10,591,4
26-59 Adulto,Mulher,Alagoas,9,4,5,22,0,2,3,0,0,5,0,13,57,4,9,0,0,26,654,5
0-12 Criança,Mulher,Alagoas,9,4,6,5,0,1,5,0,0,6,0,5,9,0,5,0,0,1,236,0
26-59 Adulto,Mulher,Alagoas,9,3,8,28,0,3,5,0,0,8,0,19,86,9,9,0,1,26,711,1
26-59 Adulto,Homem,Alagoas,9,3,5,12,0,2,3,0,0,5,0,18,70,8,9,0,1,8,564,1
0-12 Criança,Mulher,Alagoas,9,2,3,4,0,1,2,0,0,3,0,5,14,0,5,0,0,7,271,2
13-17 Adolescente,Homem,Alagoas,9,3,1,5,0,0,1,0,0,1,0,0,7,0,0,0,0,4,129,0
0-12 Criança,Mulher,Alagoas,9,3,3,7,0,1,2,0,0,3,0,0,9,0,0,0,0,5,257,0
18-25 Jovem ,Mulher,Alagoas,9,3,2,4,0,0,2,0,0,2,0,3,18,0,3,0,0,3,198,0
60+ Idoso,Homem,Alagoas,9,2,0,2,0,0,0,0,0,0,0,2,6,1,1,0,0,2,155,2
60+ Idoso,Mulher,Alagoas,9,2,2,1,0,0,2,0,1,1,0,5,16,3,2,0,0,12,200,0
13-17 Adolescente,Mulher,Alagoas,9,3,1,3,0,0,1,0,0,1,0,0,3,0,0,0,0,3,113,0
13-17 Adolescente,Mulher,Alagoas,9,2,0,0,0,0,0,0,0,0,0,1,8,1,0,0,0,2,122,0
18-25 Jovem ,Mulher,Alagoas,9,2,1,4,0,1,0,0,0,1,0,3,19,0,3,0,0,5,223,1
0-12 Criança,Homem,Alagoas,9,2,0,3,0,0,0,0,0,0,0,3,6,2,1,0,0,11,302,0
13-17 Adolescente,Mulher,Alagoas,9,4,1,2,0,0,1,0,0,1,0,3,2,0,3,0,0,2,114,1
26-59 Adulto,Mulher,Alagoas,9,1,11,24,0,2,9,0,0,11,0,10,58,5,5,0,0,27,660,2
26-59 Adulto,Homem,Alagoas,9,1,6,9,0,1,5,0,0,6,0,11,44,5,6,0,0,10,553,2
60+ Idoso,Mulher,Alagoas,9,1,1,7,0,0,1,0,0,1,0,4,12,3,1,0,0,9,203,1
18-25 Jovem ,Homem,Alagoas,9,1,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,5,188,0
18-25 Jovem ,Mulher,Alagoas,9,1,2,8,0,1,1,0,0,2,0,5,13,2,3,0,0,5,191,0
0-12 Criança,Homem,Alagoas,9,1,1,8,0,1,0,0,0,1,0,0,3,0,0,0,0,11,259,1
13-17 Adolescente,Mulher,Alagoas,9,1,2,4,0,1,1,0,0,2,0,1,8,0,1,0,0,3,134,0
13-17 Adolescente,Homem,Alagoas,9,1,0,3,0,0,0,0,0,0,0,1,4,1,0,0,0,4,144,0
60+ Idoso,Homem,Alagoas,9,1,2,2,0,1,1,0,0,2,0,3,8,2,1,0,0,8,151,0
60+ Idoso,Homem,Alagoas,9,4,4,4,0,1,3,0,0,4,0,5,10,3,2,0,0,4,169,0
0-12 Criança,Mulher,Alagoas,9,1,3,5,0,0,3,0,0,3,0,0,8,0,0,0,0,2,276,0
18-25 Jovem ,Homem,Alagoas,9,3,2,4,0,0,2,0,0,2,0,0,13,0,0,0,0,5,205,0
0-12 Criança,Homem,Alagoas,9,3,0,7,0,0,0,0,0,0,0,1,12,1,0,0,0,9,248,1
18-25 Jovem ,Homem,Alagoas,9,2,1,2,0,0,1,0,0,1,0,3,21,0,3,0,0,5,217,0
